Order_ID,Order_Date,Customer_ID,Region,Product,Quantity,Unit_Price,Discount_Pct,Revenue,Profit
ORD-10286,2025-06-11,CUST-1000,Perth,Headphones,12,193.37,15,1972.37,394.22
ORD-10287,2025-02-07,CUST-1095,Brisbane,Laptop,11,1275.11,20,11220.97,3297.38
ORD-10288,2025-01-16,CUST-1137,Perth,Phone,2,869.21,0,1738.42,508.25
ORD-10289,2025-01-07,CUST-1098,Adelaide,Phone,14,851.18,0,11916.52,3280.13
ORD-10290,2026-07-22,CUST-1149,Brisbane,Tablet,13,670.42,15,7408.14,1816.63
ORD-10291,2026-04-01,CUST-1114,Adelaide,Keyboard,11,117.52,10,1163.45,222.33
ORD-10292,2026-04-03,CUST-1012,Brisbane,Tablet,10,646.53,20,5172.24,1775.11
ORD-10293,2025-10-18,CUST-1051,Brisbane,Tablet,13,704.64,15,7786.27,2487.15
ORD-10294,2025-01-07,CUST-1098,Brisbane,Headphones,7,213.67,5,1420.91,315.14
ORD-10295,2025-08-27,CUST-1009,Sydney,Keyboard,6,132.2,15,674.22,226.68
ORD-10296,2025-10-04,CUST-1118,Brisbane,Monitor,11,427.07,10,4227.99,1531.34
ORD-10297,2026-03-26,CUST-1112,Sydney,Tablet,8,705.35,0,5642.8,1304.06
ORD-10298,2026-06-13,CUST-1056,Sydney,Headphones,4,200.96,5,763.65,146.57
ORD-10299,2026-06-01,CUST-1133,Sydney,Keyboard,11,126.41,20,1112.41,201.04
ORD-10300,2026-02-07,CUST-1097,Brisbane,Keyboard,13,144.04,0,1872.52,323.1
